offerId,优化前,第二轮前,当前,状态,原因,名称
ZS260824s0qp-150661085,52,73,73,ACTUAL,ADDITIONAL|FILTERABLE|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Мягкая игрушка котик полосатый с сердцем 33 см серый
ZS260824s0qp-467047676,52,68,68,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Мягкая игрушка Зайка с сердцем  розовый  33 см
ZS260824s0qp-694013935,52,68,68,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Мягкая игрушка Зайчик 33 см серый политекс
ZS260824s0qp-721384160,52,68,68,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Мягкая игрушка олень JZ-MT7ES0Q  коричневый  33 см
ZS260824s0qp-721386460,52,68,68,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Мягкая игрушка единорог 33 см  голубой
ZS260824s0qp-880699554,52,68,68,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Мягкая игрушка мишка JZ-MT7ES0Q коричневый  33 см
ZS260824s0qp-880702163,52,68,68,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Мягкая игрушка котик рыжий полосатый  33 см
ZS260824s0qp-880702188,52,68,68,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Мягкая игрушка лиса оранжевая 33 см без бренда
ZS260824s0qp-880703038,52,68,68,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Мягкая игрушка енот JZ-MT7ES0OQ 33 см  серый
ZS260824s0qp-888010580,52,68,68,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Мягкая игрушка Зайчик белый 33 см
FSJRXS,53,65,71,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|TITLE_LENGTH,Духи Onju Jikyu Ariana TENDER 100 мл
GYS-3213591896,53,70,64,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Аккумулятор для пылесоса 26 В/22 2 В 2200 мАч  литий-ионный  1 шт
GYS-8jlgyl-3717224047,53,78,78,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Озонатор VSV Market для воздуха  воды и продуктов  15 Вт  белый
GYS-pun1uz-4967181406,53,77,77,ACTUAL,MAIN|ADDITIONAL|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Футляр для очков из ореха с латунной фурнитурой и бархатной подкладкой  Модель C
GYS-vhijp3-5663131645,53,73,73,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Тарелка керамическая 20 см синяя круглая  1 шт
GYS-vhijp3-5663132680,53,73,73,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Тарелка керамическая круглая 20 см зеленого цвета  1 шт
GYS-vhijp3-5663132696,53,73,73,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Тарелка керамическая круглая обеденная 20 см 1 шт розовый
jz-260622urze-4717237412,53,69,77,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|TITLE_LENGTH|FIRST_VIDEO_SIZE|AVERAGE_VIDEO_SIZE,Сумка для сменной обуви винтажная объёмная белая
jz-260731nl7w-5251886196,53,73,79,ACTUAL,MAIN|ADDITIONAL|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Полиэфирный шпагат 3мм 200м для макраме и рукоделия (розовый)
jz-2nf96y-4899023703,53,73,73,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Карбюратор бензотриммера STIHL FS-38/55
jz-43c4a1-4662496540,53,79,79,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Удилище телескопическое углеволоконное  360 см  11 секций  тест 87 г
jz-63ha0a-1679789712,53,53,53,UPDATING,MAIN|ADDITIONAL|FILTERABLE|DESCRIPTION_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Дикие Скричеры. Игровой набор Кибер Рэпидфлип Сан Хэллхаунд 5
jz-63ha0a-3584245681,53,53,53,UPDATING,MAIN|ADDITIONAL|FILTERABLE|FIRST_PICTURE_SIZE|DESCRIPTION_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Автотрек с машинками гоночный с туннелем  для мальчиков и девочек
jz-79kd0n-4399293625,53,72,75,ACTUAL,ADDITIONAL|FILTERABLE|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Тесьма декоративная «Ромашка» красно-белая  4 5 м  акрил
jz-93mo1m-4988434908,53,76,76,ACTUAL,MAIN|ADDITIONAL|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Детский набор для мини-гольфа  2 клюшки  7888-39
jz-bl4yse-4518490693,53,70,70,ACTUAL,ADDITIONAL|FILTERABLE|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Пенал школьный из экокожи Майнкрафт  3 отделения  черный
LZ-00mkoz-4641654640,53,63,63,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Папка для труда A4  1 шт.
LZ-o5ajbj-4312820670,53,73,73,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Тарелка десертная 20.6 см керамическая белая  1 шт
LZ-o5ajbj-4591702348,53,68,71,ACTUAL,MAIN|ADDITIONAL|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Складной силиконовый стакан с крышкой 600 мл черный матовый
YCXP-l342yy-4641654640,53,66,66,ACTUAL,MAIN|ADDITIONAL|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Папка для труда A4 с клапаном  пластик  1 шт.
ZS--3633762195,53,73,73,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Набор кружек фарфоровых Гербарий 340 мл 4 шт оранжевый
3205286289-viAd,54,67,72,ACTUAL,MAIN|ADDITIONAL|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Блокнот Kinbor DT53565 B7 с ляссе  100 листов  оливковый
3318853039-4OEF,54,74,78,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Комплект фильтров и щеток для робота-пылесоса Midea V15 Pro  9 шт.
GYS-vhijp3-5635717893,54,72,72,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Скатерть из льна 30x45 см прямоугольная однотонная
GYS-vhijp3-5635718105,54,73,73,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Скатерть льняная прямоугольная 30x45 см однотонная
GYS-vhijp3-5635718536,54,62,62,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Скатерть из льна прямоугольная 30x45 см
jz-43c4a1-4255080725,54,71,71,ACTUAL,MAIN|ADDITIONAL|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Бинокль театральный Bolanke E 3x25  черный  с чехлом
jz-mn9jc2-2022869918,54,74,74,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Набор для игры в дартс с пистолетом  дротиками  шариками и мишенью
jz-mn9jc2-3000101816,54,63,63,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Набор для игры 3 в 1: дартс  метание топориков  кольцеброс
jz-wfvstx-4310989460,54,69,72,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Мешок-пылесборник (10 шт) для робота-пылесоса Xiaomi H50
jz-wfvstx-4906291352,54,75,79,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|PICTURE_COUNT|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Мешки для пыли для робота-пылесоса Roborock H60 Hub Ultra  4 шт.
LZ01-3633183206-2,54,74,74,ACTUAL,MAIN|ADDITIONAL|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Тормозные колодки Linhai 400/500  артикул 27284  2 шт.
YCXP-l342yy-5017983729,54,54,54,UPDATING,MAIN|ADDITIONAL|FILTERABLE|DESCRIPTION_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Расческа-дешеддер для кошек и собак с вращающимися зубьями  17 зубьев  пластик  173x104x27 мм  синяя
jz-79kd0n-2205624646,55,74,75,ACTUAL,ADDITIONAL|FILTERABLE|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Тесьма "Ромашка" желтая 4 5 м 160 мотивов акрил
jz-uly3uk-4376822949,55,76,76,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Хлыст для снятия кассеты и трещотки велосипеда  съемник в комплекте
jz-wfvstx-3072975410,55,71,78,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Мешки-пылесборники для робота-пылесоса Midea VCR S8 / S8+  10 шт.
LZ-00mkoz-2451736745,55,55,55,UPDATING,MAIN|ADDITIONAL|FILTERABLE|PICTURE_COUNT|FIRST_PICTURE_SIZE|DESCRIPTION_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Пенал-косметичка большой с отделениями 220×120×70 мм  полиэстер  чёрный
SF2608248fhz-3980560078,55,75,76,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|TITLE_LENGTH|FIRST_VIDEO_LENGTH,Мягкая игрушка Панда красная бегущая 45 см коричневый
XIAOMIGUAJIAN,55,77,77,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,NFC-карта Xiaomi MJZNMSNFC02ZY для умного дверного замка  2 шт.
XIAOMIGUAJIAN-3,55,77,77,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,NFC-карта Xiaomi для умного дверного замка MJZNMSNFC02ZY  3 шт
YCXP-l342yy-2451736745,55,55,55,UPDATING,MAIN|ADDITIONAL|FILTERABLE|PICTURE_COUNT|FIRST_PICTURE_SIZE|DESCRIPTION_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Пенал-косметичка большой на молнии с отделениями  черный
1968961961-Kqjy,56,74,74,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Спицы для вязания круговые набор 13 пар 3.0-10.0 мм BQ226-8357
GM01-4355142826-LV,56,74,74,ACTUAL,MAIN|ADDITIONAL|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Заколка-краб для волос NOVIZ с цветком франжипани  зеленый
GYS-fq6f2z-3057500387,56,56,56,UPDATING,MAIN|ADDITIONAL|FILTERABLE|FIRST_PICTURE_SIZE|TITLE_LENGTH|AVERAGE_PICTURE_SIZE|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Двойной волчок Infinity Nado Crack  бордовый  2 штуки
jz-1dahrv-4545874055,56,56,61,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|DESCRIPTION_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,
jz-260608b7rb-4260264244,56,78,72,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Комплект аксессуаров для робота-пылесоса Dreame X60 (щётка  фильтры  салфетки  мешки  боковые щётки)  25 шт
jz-2nf96y-3823692862,56,64,64,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Круговые вязальные спицы 65 см  набор 9 шт.  сталь  красные
jz-2rqa92-3288753786,56,71,72,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Комплект аксессуаров для робота-пылесоса Dreame F10: основная щетка  боковая щетка  HEPA фильтры  салфетки для влажной уборки
jz-43c4a1-4649743309,56,72,72,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Мини-фигурки персонажей Mortal Kombat  набор 9 штук 4 5 см  совместимые с Lego
jz-43c4a1-4754778811,56,73,73,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Пропитка водоотталкивающая для экокожи  спрей 200 мл
jz-63ha0a-5357798591,56,56,56,UPDATING,MAIN|FILTERABLE|DESCRIPTION_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Набор для творчества «Ёлка из бусин» с подвесками и ангелом  DIY-конструктор
jz-79kd0n-3004487878,56,75,75,ACTUAL,ADDITIONAL|FILTERABLE|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Тесьма с рисунком ромашки желтая 2 7 м акриловая
jz-79kd0n-3529645384,56,75,75,ACTUAL,ADDITIONAL|FILTERABLE|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Тесьма «Ромашка» разноцветная 2 7 м  акрил  ширина 2 5 см
jz-wfvstx-3294488244,56,56,62,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|DESCRIPTION_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,
LZ-5wxmmp-4480489634,56,62,62,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Воздуходувка аккумуляторная для ПК  черная  180 Вт
LZ01-3622614929,56,64,74,ACTUAL,MAIN|ADDITIONAL|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Лосьон после бритья Floid The Genuine  400 мл
LZ01-3794041980,56,75,75,ACTUAL,ADDITIONAL|FILTERABLE|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Ручка КПП Toyota GR карбон для механической коробки передач
SF2608248fhz-3588867711,56,76,76,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|TITLE_LENGTH|FIRST_VIDEO_LENGTH,Плюшевая игрушка свинка розовая  45 см
SLGDJCJJJCSU10JIN20,56,63,79,ACTUAL,MAIN|ADDITIONAL|FILTERABLE,Скребок для стеклокерамики и индукции с комплектом лезвий 32 шт  24 см
2039260315-EtTJ,57,66,76,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Сменная накладка для массажной подушки и поворотного стола кресла  UYJGHFDG23
3122682373-GIqU,57,57,69,ACTUAL,ADDITIONAL|FILTERABLE|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Игольная пластина Janome для швейных машин  металл  1 шт.
GYS-4129747225,57,72,72,ACTUAL,RECOGNIZED_VENDOR|ADDITIONAL|FILTERABLE|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Ультрафиолетовый стерилизатор для унитаза ENUOSUMA UV light
GYS-fq6f2z-4550678091,57,57,57,UPDATING,MAIN|ADDITIONAL|DESCRIPTION_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Игровой набор шпиона 7 в 1 со светящимся шлемом  ZR804
GYS-pun1uz-4151515766,57,67,67,ACTUAL,MAIN|ADDITIONAL|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Футляр для очков из натуральной кожи  бордовый  17 см
GYS260908dq6l-5730574559,57,77,77,ACTUAL,MAIN|ADDITIONAL|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Футляр для очков настольный плюшевый белый кот  мягкий чехол для детских очков
jz-260803cn42-5219378444,57,72,76,ACTUAL,ADDITIONAL|PICTURE_COUNT|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Заколка для волос JZ-MSCPCVR5 вечерняя черный муар
jz-2nf96y-4399275633,57,57,61,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|DESCRIPTION_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,
jz-9d7gb7-4037729626,57,69,69,ACTUAL,ADDITIONAL|FILTERABLE|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Обложка для тактического блокнота Оксфорд зеленый A5
jz-a4wnxu-3276070112,57,65,78,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|PICTURE_COUNT|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Фигурка аниме-персонажа коллекционная на подставке  светло-зеленая  ABS-пластик
jz-mn9jc2-2939874500,57,57,57,UPDATING,MAIN|ADDITIONAL|FILTERABLE|DESCRIPTION_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Перчатки мужские утепленные  размер 2XL  цвет черный  1 пара
jz-ra4xyb-4521287943,57,69,69,ACTUAL,MAIN|ADDITIONAL|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Надувной круг для плавания Единорог 90 см розовый
LZ-5wxmmp-5327769281,57,77,77,ACTUAL,MAIN|ADDITIONAL|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Седло для велосипеда усиленное с 6 пружинами  30x22 см  черное
LZ-qtsoul-4920297323,57,70,74,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Официальные коллекционные наклейки Panini Чемпионата мира FIFA 2026  30 шт.
LZ01-1928772955,57,69,79,ACTUAL,ADDITIONAL|FILTERABLE|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Регулятор напряжения 6-контактный для Kawasaki VN900 Vulcan
zm-bya321-5266758266,57,75,76,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Маска косметическая гидроколлоидная Восстановление Для всех типов кожи
zm-eq8csq-5285591202,57,57,49,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|PICTURE_COUNT|DESCRIPTION_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,
zm-vt29v8-5292472905,57,71,75,ACTUAL,ADDITIONAL|FILTERABLE|PICTURE_COUNT|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Талисман фэншуй Звезда успеха символ удачи и процветания
3194896935-XfMn,58,45,55,ACTUAL,RECOGNIZED_VENDOR|MAIN|ADDITIONAL|FILTERABLE|PICTURE_COUNT|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Боевой мотоцикл Мотофайтеры с волчком Огненный сокол MT0207
3307075791-I0oN,58,68,72,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Фильтр HEPA для робота-пылесоса Dreame L40 Ultra CE  6 шт.
jz-260706zm80-4004547325,58,70,74,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Тарелка для Парижской кошки 160 мм  фарфор  тёмно-розовый
jz-260811g43n-838156089,58,74,78,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|TITLE_LENGTH|FIRST_VIDEO_SIZE|AVERAGE_VIDEO_SIZE,Боковые щетки для робота-пылесоса Xiaomi/Dreame  2 шт
jz-2rqa92-4290495019,58,75,79,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|PICTURE_COUNT|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Салфетки для влажной уборки для робота-пылесоса Midea V15 Pro  10 шт
LZ-2971108112,58,64,64,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Заслонка выхлопной системы трактора  сталь  210x78 мм
LZ-qtsoul-5148771361,58,67,70,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,HEPA фильтр для пылесоса Polaris PVC 2004RI моторный моющийся  2 шт.
LZ-qtsoul-5148771361-3,58,58,58,UPDATING,MAIN|ADDITIONAL|FILTERABLE|PICTURE_COUNT|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,HEPA фильтр моющийся для пылесоса Polaris PVC 2004RI  3 шт.
